cluster,rank,cycle_index,dist_to_centroid,session_id,t_mid_s,label,label_json,label_source
0,1,4824,21.291122436523438,20260406_212408_experimental_jo div,31.291247889196395,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,2,2601,21.440454483032227,20260315_150630_experimental_jo,48.19166909790829,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,3,2672,21.462459564208984,20260315_150630_experimental_jo,115.00398244677686,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,4,4000,21.474149703979492,20260405_184729_experimental_pachelbel,89.06221373574607,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
0,5,4845,21.638071060180664,20260406_212408_experimental_jo div,53.04211553013853,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,6,3709,21.642227172851562,20260405_173949_experimental_progression,23.692221697645643,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,7,2640,21.826566696166992,20260315_150630_experimental_jo,88.65306998825105,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,8,4045,21.86707878112793,20260405_184905_experimental_pachelbel,29.871592389315317,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184905_experimental_pachelbel\labels_corrected.json,labels_corrected.json
0,9,5139,21.882394790649414,20260406_212408_experimental_jo div,342.11364699354516,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,10,4793,21.963665008544922,20260406_212408_experimental_jo div,0.4600183513128581,idle,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,11,2709,21.967018127441406,20260315_150630_experimental_jo,149.99519407850883,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,12,4875,22.071226119995117,20260406_212408_experimental_jo div,80.93322812121315,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,13,2638,22.100297927856445,20260315_150630_experimental_jo,86.34299005047026,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,14,3418,22.203413009643555,20260316_171550_experimental_jo,8.200329021140465,underhand_right,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
0,15,4308,22.29408073425293,20260405_185331_experimental_birth-death,101.36640698135739,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
0,16,4814,22.337095260620117,20260406_212408_experimental_jo div,23.23092645628538,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,17,4863,22.34569549560547,20260406_212408_experimental_jo div,68.91274825141258,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,18,2642,22.3525447845459,20260315_150630_experimental_jo,91.01315170685831,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,19,3701,22.39273452758789,20260405_173949_experimental_progression,18.34172039377047,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,20,2621,22.45317268371582,20260315_150630_experimental_jo,68.12235925412118,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,1,5007,21.267166137695312,20260406_212408_experimental_jo div,216.53863833911834,clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,2,4836,21.484859466552734,20260406_212408_experimental_jo div,42.301687864916516,underhand_right,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
