cluster,f1,support
C00,0.0,28
C01,0.8477157360406091,204
C02,0.7912568306010929,429
C03,0.8214285714285714,309
C04,0.7772277227722773,229
C05,0.7684887459807074,313
C06,0.8181818181818182,354
C07,0.839622641509434,225
C08,0.752851711026616,274
C09,0.0,6
C10,0.7010078387458006,395
C11,0.0,4
