cluster,f1,support
C00,0.0,28
C01,0.972972972972973,204
C02,0.8495575221238938,429
C03,0.9061488673139159,309
C04,0.918552036199095,229
C05,0.8713826366559485,313
C06,0.8753462603878116,354
C07,0.8867469879518072,225
C08,0.7416666666666667,274
C09,0.0,6
C10,0.7219730941704036,395
C11,0.0,4
