class,precision,recall,f1,support
dragon_roll,0.366120218579235,0.6063348416289592,0.4565587734241908,221
underhand_right,0.4276315789473684,0.3532608695652174,0.3869047619047619,368
underhand_left,0.0,0.0,0.0,18
overhand_left,0.5869980879541109,0.5091210613598673,0.5452930728241563,603
overhand_right,0.15625,0.2631578947368421,0.19607843137254902,57
sneak_underhand_left,0.6666666666666666,0.46153846153846156,0.5454545454545454,26
sneak_underhand_right,0.7333333333333333,0.5892857142857143,0.6534653465346535,56
sneak_overhand_left,0.5698924731182796,0.5463917525773195,0.5578947368421052,97
sneak_overhand_right,0.8333333333333334,0.29411764705882354,0.43478260869565216,17
clockwise,0.344,0.3028169014084507,0.32209737827715357,142
counter_clockwise,0.47058823529411764,0.49557522123893805,0.4827586206896552,226
sneak_underhand,0.0,0.0,0.0,31
unknown,0.35507246376811596,0.46226415094339623,0.4016393442622951,106
