cluster,label,count,cluster_total,p_label_given_cluster
0,overhand_right,8,20,0.4
0,overhand_left,5,20,0.25
0,underhand_right,5,20,0.25
0,clockwise,2,20,0.1
1,underhand_right,5,13,0.38461538461538464
1,counter_clockwise,2,13,0.15384615384615385
1,sneak_underhand_right,2,13,0.15384615384615385
1,dragon_roll,1,13,0.07692307692307693
1,idle,1,13,0.07692307692307693
1,overhand_left,1,13,0.07692307692307693
1,vq,1,13,0.07692307692307693
2,sneak_overhand_left,18,20,0.9
2,sneak_overhand,2,20,0.1
3,underhand_right,12,20,0.6
3,clockwise,5,20,0.25
3,overhand_left,3,20,0.15
4,sneak_underhand_left,11,20,0.55
4,dragon_roll,4,20,0.2
4,bf2,3,20,0.15
4,sneak_underhand,1,20,0.05
4,underhand_right,1,20,0.05
5,counter_clockwise,11,20,0.55
5,overhand_left,3,20,0.15
5,underhand_right,2,20,0.1
5,clockwise,1,20,0.05
5,dragon_roll,1,20,0.05
5,overhand_right,1,20,0.05
5,sneak_underhand_right,1,20,0.05
6,counter_clockwise,6,16,0.375
6,sneak_overhand_right,3,16,0.1875
6,dragon_roll,2,16,0.125
6,bf2,1,16,0.0625
6,idle,1,16,0.0625
6,sneak_underhand,1,16,0.0625
6,sneak_underhand_left,1,16,0.0625
6,sneak_underhand_right,1,16,0.0625
7,dragon_roll,6,20,0.3
7,clockwise,4,20,0.2
7,overhand_left,4,20,0.2
7,overhand_right,3,20,0.15
7,sneak_underhand,1,20,0.05
7,sneak_underhand_right,1,20,0.05
7,ur cw,1,20,0.05
8,overhand_left,14,20,0.7
8,counter_clockwise,6,20,0.3
9,clockwise,12,20,0.6
9,underhand_right,7,20,0.35
9,sneak_overhand_left,1,20,0.05
10,counter_clockwise,17,20,0.85
10,underhand_right,3,20,0.15
11,overhand_left,8,20,0.4
11,clockwise,6,20,0.3
11,underhand_right,6,20,0.3
