class,precision,recall,f1,support
dragon_roll,0.7523809523809524,0.6676056338028169,0.7074626865671642,355
underhand_right,0.44786729857819907,0.4701492537313433,0.4587378640776699,402
underhand_left,0.6206896551724138,0.4186046511627907,0.5,86
overhand_left,0.45956232159847765,0.6755244755244755,0.5469988674971688,715
overhand_right,0.6403508771929824,0.4147727272727273,0.503448275862069,176
sneak_underhand_left,0.875,0.28378378378378377,0.42857142857142855,74
sneak_underhand_right,0.9024390243902439,0.9367088607594937,0.9192546583850931,79
sneak_overhand_left,0.6886792452830188,0.553030303030303,0.6134453781512605,132
sneak_overhand_right,0.8571428571428571,0.42857142857142855,0.5714285714285714,28
clockwise,0.504424778761062,0.3,0.37623762376237624,190
counter_clockwise,0.6008583690987125,0.4844290657439446,0.5363984674329502,289
idle,0.6730769230769231,0.6363636363636364,0.6542056074766355,110
unknown,0.0,0.0,0.0,0
