class,precision,recall,f1,support
dragon_roll,0.6925566343042071,0.6028169014084507,0.6445783132530121,355
underhand_right,0.43844492440604754,0.5049751243781094,0.46936416184971097,402
underhand_left,0.6323529411764706,0.5,0.5584415584415584,86
overhand_left,0.48383733055265904,0.6489510489510489,0.5543608124253285,715
overhand_right,0.5374149659863946,0.44886363636363635,0.4891640866873065,176
sneak_underhand_left,0.9230769230769231,0.16216216216216217,0.27586206896551724,74
sneak_underhand_right,0.8461538461538461,0.8354430379746836,0.8407643312101911,79
sneak_overhand_left,0.8172043010752689,0.5757575757575758,0.6755555555555556,132
sneak_overhand_right,0.7333333333333333,0.39285714285714285,0.5116279069767442,28
clockwise,0.45,0.28421052631578947,0.34838709677419355,190
counter_clockwise,0.6230769230769231,0.5605536332179931,0.5901639344262295,289
idle,0.6486486486486487,0.6545454545454545,0.6515837104072398,110
unknown,0.0,0.0,0.0,0
