class,precision,recall,f1,support
dragon_roll,0.7933333333333333,0.6704225352112676,0.7267175572519083,355
underhand_right,0.5108433734939759,0.527363184079602,0.5189718482252142,402
underhand_left,0.6973684210526315,0.6162790697674418,0.654320987654321,86
overhand_left,0.4843601895734597,0.7146853146853147,0.5774011299435028,715
overhand_right,0.6173913043478261,0.4034090909090909,0.4879725085910653,176
sneak_underhand_left,0.9473684210526315,0.24324324324324326,0.3870967741935484,74
sneak_underhand_right,0.926829268292683,0.9620253164556962,0.9440993788819876,79
sneak_overhand_left,0.7142857142857143,0.6060606060606061,0.6557377049180327,132
sneak_overhand_right,0.9333333333333333,0.5,0.6511627906976745,28
clockwise,0.5740740740740741,0.3263157894736842,0.4161073825503356,190
counter_clockwise,0.6086956521739131,0.4844290657439446,0.5394990366088632,289
idle,0.6788990825688074,0.6727272727272727,0.6757990867579908,110
unknown,0.0,0.0,0.0,0
