cluster,f1,support
C00,0.0,12
C01,0.8947368421052632,321
C02,0.779874213836478,294
C03,0.896551724137931,329
C04,0.8901960784313725,258
C05,0.8976377952755905,192
C06,0.8926553672316384,261
C07,0.8795180722891566,247
C08,0.9619565217391305,186
C09,0.7654320987654321,132
C10,0.8727858293075684,318
C11,0.9180327868852459,220
