feature,importance
flat_0681,0.002309115001460997
flat_0309,0.002301344089203963
flat_0663,0.002296577675614737
flat_0732,0.0022670957344579105
flat_0242,0.002265909377486466
flat_0617,0.0022541984030208877
flat_0611,0.002252159451544642
flat_0361,0.0022352626162528972
flat_0720,0.002230841440410164
flat_0213,0.002229094971515706
flat_0360,0.0022233418819552616
flat_0581,0.0022166278148041275
flat_0692,0.002212240846241694
flat_0338,0.0022113778051353968
acc_mag_mean_d1,0.0022004209164208774
flat_0234,0.0021907995089510933
flat_0243,0.002177440841301721
flat_0330,0.002174689176172534
flat_0614,0.0021569692708761877
flat_0236,0.002154502677299124
flat_0332,0.0021447936218458043
flat_0295,0.002140975816786629
flat_0307,0.002140954697108348
flat_0665,0.002129089047251092
flat_0744,0.0021269484263747663
flat_0300,0.0021171778899808187
flat_0624,0.002114739984028281
flat_0305,0.0021121601895965052
flat_0333,0.002108344022339193
flat_0306,0.0020948519807070342
flat_0245,0.0020942849261841707
flat_0312,0.002088660112680333
flat_0351,0.002084602674675886
flat_0667,0.0020844016756436682
flat_0722,0.002075191239823243
flat_0666,0.0020542938037541834
flat_0329,0.0020526876650178052
flat_0327,0.0020358562422847963
flat_0679,0.002028900746161298
flat_0235,0.002023892347753013
flat_0598,0.0020067532996020264
flat_0368,0.0020046830705596004
flat_0366,0.0020039281929314827
flat_0584,0.001998054628655759
flat_0715,0.001996123852272399
flat_0304,0.001995055603521357
flat_0215,0.0019912256935115
flat_0651,0.001982219727602029
flat_0713,0.001973512896096363
flat_0328,0.0019720489212561856
flat_0653,0.0019664315661648904
flat_0232,0.0019595443337391658
flat_0263,0.0019584695789758334
flat_0262,0.0019492327875101703
flat_0204,0.001945479388633116
flat_0311,0.0019454068448732551
flat_0217,0.001921736101606775
flat_0244,0.0019100229378879374
flat_0331,0.0018865065517585915
flat_0615,0.0018689902811533734
flat_0727,0.0018611554429774973
flat_0599,0.0018502218987924799
flat_0656,0.001841266136598594
flat_0355,0.0018389429690235687
flat_0261,0.0018323390139761736
flat_0237,0.0018211186992253916
flat_0313,0.0018123368109194344
flat_0582,0.0017957815969090512
flat_0752,0.0017948327987284548
flat_0731,0.0017945119870853101
flat_0369,0.0017846614221582683
flat_0657,0.0017840291382056192
flat_0239,0.001779088237431391
flat_0652,0.001771950703807648
flat_0649,0.0017601937704136024
flat_0714,0.0017571473592369465
flat_0721,0.00173294839932163
flat_0314,0.0017234910422804742
flat_0751,0.0016834228965614787
flat_0238,0.0016827838264647265
flat_0298,0.0016762035586568443
flat_0711,0.0016728592977422584
flat_0240,0.0016662802613472407
flat_0664,0.0016652253987339324
flat_0650,0.0016619219759507744
flat_0753,0.0016530207321638576
flat_0728,0.0016467384243798913
flat_0324,0.0016460883694079586
flat_0648,0.0016354351669216186
flat_0749,0.0016341136319012852
flat_0326,0.001612193690820516
flat_0354,0.0016077864922342158
flat_0646,0.0016057883366186081
flat_0260,0.001590460991319758
flat_0693,0.0015893747843050607
flat_0658,0.0015795652029809415
flat_0370,0.0015784855971132238
flat_0214,0.0015590924193694558
flat_0374,0.0015478552956096454
flat_0662,0.0015369189022660782
flat_0296,0.001524638749251114
flat_0325,0.001508155994273224
flat_0660,0.0014931587900573714
flat_0323,0.0014870396303504857
flat_0359,0.0014816108797981236
