approach,train_accuracy,test_accuracy,macro_f1,gap
raw,1.0,0.821969696969697,0.836680256365566,0.17803030303030298
coherence,0.2713472485768501,0.2708333333333333,0.03551912568306011,0.0005139152435167937
fourier_coherence,1.0,0.6193181818181818,0.5935748258623322,0.38068181818181823
