class,precision,recall,f1,support
dragon_roll,0.5397260273972603,0.4679334916864608,0.5012722646310432,421
underhand_right,0.3012729844413013,0.38035714285714284,0.3362273086029992,560
underhand_left,0.08333333333333333,0.029411764705882353,0.043478260869565216,34
overhand_left,0.4641537324464154,0.7243367935409458,0.5657657657657658,867
overhand_right,0.14285714285714285,0.034482758620689655,0.05555555555555555,87
sneak_underhand_left,0.8571428571428571,0.3,0.4444444444444444,40
sneak_underhand_right,0.8571428571428571,0.34285714285714286,0.4897959183673469,70
sneak_overhand_left,0.746268656716418,0.47619047619047616,0.5813953488372093,105
sneak_overhand_right,0.3333333333333333,0.03571428571428571,0.06451612903225806,28
clockwise,0.38636363636363635,0.20078740157480315,0.26424870466321243,254
counter_clockwise,0.37966101694915255,0.27791563275434245,0.3209169054441261,403
unknown,0.47674418604651164,0.19158878504672897,0.2733333333333333,214
