class,precision,recall,f1,support
dragon_roll,0.668693009118541,0.5225653206650831,0.5866666666666667,421
underhand_right,0.3844884488448845,0.4160714285714286,0.3996569468267582,560
underhand_left,0.07692307692307693,0.029411764705882353,0.0425531914893617,34
overhand_left,0.4687924016282225,0.7970011534025375,0.5903460059803503,867
overhand_right,0.058823529411764705,0.011494252873563218,0.019230769230769232,87
sneak_underhand_left,0.72,0.45,0.5538461538461539,40
sneak_underhand_right,0.7166666666666667,0.6142857142857143,0.6615384615384615,70
sneak_overhand_left,0.6666666666666666,0.41904761904761906,0.5146198830409356,105
sneak_overhand_right,0.8333333333333334,0.17857142857142858,0.29411764705882354,28
clockwise,0.5354330708661418,0.2677165354330709,0.3569553805774278,254
counter_clockwise,0.48249027237354086,0.3076923076923077,0.37575757575757573,403
unknown,0.5242718446601942,0.2523364485981308,0.34069400630914826,214
