cluster,f1,support
C00,0.9284064665127021,219
C01,0.8129675810473815,196
C02,0.7613941018766756,200
C03,0.8142292490118577,251
C04,0.9067164179104478,272
C05,0.7775280898876404,224
C06,0.8777969018932874,280
C07,0.8067632850241546,214
C08,0.759075907590759,173
C09,0.8357348703170029,168
C10,0.7820069204152249,274
C11,0.6677367576243981,299
