cluster,f1,support
C00,0.9107981220657277,219
C01,0.8284960422163589,196
C02,0.7291139240506329,200
C03,0.8274428274428275,251
C04,0.8957952468007313,272
C05,0.7964989059080962,224
C06,0.8658318425760286,280
C07,0.78239608801956,214
C08,0.7794561933534743,173
C09,0.841225626740947,168
C10,0.8204225352112676,274
C11,0.6899841017488076,299
