class,precision,recall,f1,support
dragon_roll,0.5526315789473685,0.059154929577464786,0.10687022900763359,355
underhand_right,0.3983739837398374,0.12189054726368159,0.18666666666666668,402
underhand_left,0.0,0.0,0.0,86
overhand_left,0.28693693693693695,0.8909090909090909,0.4340715502555366,715
overhand_right,0.34146341463414637,0.07954545454545454,0.12903225806451613,176
sneak_underhand_left,0.0,0.0,0.0,74
sneak_underhand_right,0.8333333333333334,0.12658227848101267,0.21978021978021978,79
sneak_overhand_left,0.8461538461538461,0.08333333333333333,0.15172413793103448,132
sneak_overhand_right,0.0,0.0,0.0,28
clockwise,0.14285714285714285,0.005263157894736842,0.01015228426395939,190
counter_clockwise,0.4659090909090909,0.14186851211072665,0.21750663129973474,289
idle,0.7093023255813954,0.5545454545454546,0.6224489795918368,110
unknown,0.0,0.0,0.0,0
