class,precision,recall,f1,support
dragon_roll,0.3375,0.22816901408450704,0.2722689075630252,355
underhand_right,0.274468085106383,0.3208955223880597,0.2958715596330275,402
underhand_left,0.4,0.06976744186046512,0.1188118811881188,86
overhand_left,0.3260437375745527,0.6881118881118881,0.44244604316546765,715
overhand_right,0.3333333333333333,0.11931818181818182,0.17573221757322174,176
sneak_underhand_left,0.0,0.0,0.0,74
sneak_underhand_right,0.5714285714285714,0.10126582278481013,0.17204301075268819,79
sneak_overhand_left,0.6129032258064516,0.14393939393939395,0.2331288343558282,132
sneak_overhand_right,0.0,0.0,0.0,28
clockwise,0.21568627450980393,0.05789473684210526,0.0912863070539419,190
counter_clockwise,0.3269230769230769,0.17647058823529413,0.2292134831460674,289
idle,0.6823529411764706,0.5272727272727272,0.5948717948717949,110
unknown,0.0,0.0,0.0,0
