cluster,f1,support
C00,0.0,12
C01,0.1661807580174927,317
C02,0.1670428893905192,243
C03,0.17914831130690162,338
C04,0.30022075055187636,218
C05,0.11188811188811189,278
C06,0.24836601307189543,222
C07,0.10212765957446808,146
C08,0.0782608695652174,253
C09,0.26885245901639343,367
C10,0.10029498525073746,192
C11,0.10526315789473684,184
