cluster,f1,support
C00,0.0,12
C01,0.8025682182985554,317
C02,0.8102766798418972,243
C03,0.589018302828619,338
C04,0.8240343347639485,218
C05,0.7079303675048356,278
C06,0.8528784648187633,222
C07,0.7006369426751592,146
C08,0.7362204724409449,253
C09,0.797799174690509,367
C10,0.6802030456852792,192
C11,0.7527472527472527,184
