cluster,f1,support
C00,0.8698060941828255,186
C01,0.8210180623973727,290
C02,0.8814814814814815,272
C03,0.0,17
C04,0.8460111317254174,271
C05,0.8748241912798875,348
C06,0.891640866873065,313
C07,0.8169761273209549,203
C08,0.883453237410072,336
C09,0.9759036144578314,168
C10,0.8169014084507042,151
C11,0.9417249417249417,215
