cluster,f1,support
C00,0.8820224719101124,186
C01,0.8837209302325582,290
C02,0.8856624319419237,272
C03,0.0,17
C04,0.8839779005524862,271
C05,0.8704225352112676,348
C06,0.8995215311004785,313
C07,0.8571428571428571,203
C08,0.8726207906295754,336
C09,0.9702380952380952,168
C10,0.8133333333333334,151
C11,0.9456264775413712,215
