class,precision,recall,f1,support
dragon_roll,0.8450704225352113,0.8450704225352113,0.8450704225352113,71
underhand_right,0.6756756756756757,0.6172839506172839,0.6451612903225806,81
underhand_left,0.6538461538461539,1.0,0.7906976744186046,17
overhand_left,0.8888888888888888,0.7832167832167832,0.8327137546468402,143
overhand_right,0.8611111111111112,0.8857142857142857,0.8732394366197183,35
sneak_underhand_left,0.45,0.6,0.5142857142857142,15
sneak_underhand_right,0.9375,0.9375,0.9375,16
sneak_overhand_left,0.65625,0.8076923076923077,0.7241379310344828,26
sneak_overhand_right,1.0,0.8333333333333334,0.9090909090909091,6
clockwise,0.8333333333333334,0.6578947368421053,0.7352941176470589,38
counter_clockwise,0.9245283018867925,0.8448275862068966,0.8828828828828829,58
idle,0.5641025641025641,1.0,0.7213114754098361,22
