cluster,clockwise,counter_clockwise,dragon_roll,idle,or osl,overhand_left,overhand_right,sneak_overhand,sneak_overhand_left,sneak_overhand_right,sneak_underhand,sneak_underhand_left,sneak_underhand_right,underhand_left,underhand_right,ur cw,vq
0,0.05583756345177665,0.23857868020304568,0.05583756345177665,0.0,0.0,0.4416243654822335,0.08629441624365482,0.0,0.0,0.01015228426395939,0.015228426395939087,0.01015228426395939,0.04568527918781726,0.005076142131979695,0.030456852791878174,0.005076142131979695,0.0
1,0.04477611940298507,0.373134328358209,0.11194029850746269,0.022388059701492536,0.0,0.09701492537313433,0.0,0.007462686567164179,0.0,0.0,0.029850746268656716,0.12686567164179105,0.0,0.0,0.1791044776119403,0.007462686567164179,0.0
2,0.2676056338028169,0.14084507042253522,0.007042253521126761,0.007042253521126761,0.0,0.06338028169014084,0.02112676056338028,0.04225352112676056,0.007042253521126761,0.0,0.007042253521126761,0.014084507042253521,0.06338028169014084,0.0,0.3591549295774648,0.0,0.0
3,0.10975609756097561,0.17073170731707318,0.04878048780487805,0.036585365853658534,0.012195121951219513,0.17073170731707318,0.04878048780487805,0.012195121951219513,0.08536585365853659,0.0,0.0,0.012195121951219513,0.08536585365853659,0.0,0.1951219512195122,0.0,0.012195121951219513
4,0.12903225806451613,0.021505376344086023,0.053763440860215055,0.0,0.0,0.010752688172043012,0.0,0.11827956989247312,0.5913978494623656,0.03225806451612903,0.0,0.010752688172043012,0.010752688172043012,0.0,0.021505376344086023,0.0,0.0
