cluster,label,count,cluster_total,p_label_given_cluster
0,overhand_right,13,34,0.38235294117647056
0,overhand_left,12,34,0.35294117647058826
0,underhand_right,6,34,0.17647058823529413
0,clockwise,2,34,0.058823529411764705
0,counter_clockwise,1,34,0.029411764705882353
1,underhand_right,5,13,0.38461538461538464
1,counter_clockwise,2,13,0.15384615384615385
1,sneak_underhand_right,2,13,0.15384615384615385
1,dragon_roll,1,13,0.07692307692307693
1,idle,1,13,0.07692307692307693
1,overhand_left,1,13,0.07692307692307693
1,vq,1,13,0.07692307692307693
2,sneak_overhand_left,55,77,0.7142857142857143
2,sneak_overhand,11,77,0.14285714285714285
2,clockwise,4,77,0.05194805194805195
2,dragon_roll,3,77,0.03896103896103896
2,sneak_overhand_right,2,77,0.025974025974025976
2,overhand_left,1,77,0.012987012987012988
2,underhand_right,1,77,0.012987012987012988
3,underhand_right,33,76,0.4342105263157895
3,clockwise,20,76,0.2631578947368421
3,sneak_underhand_right,8,76,0.10526315789473684
3,overhand_left,5,76,0.06578947368421052
3,counter_clockwise,3,76,0.039473684210526314
3,dragon_roll,3,76,0.039473684210526314
3,sneak_overhand,2,76,0.02631578947368421
3,sneak_underhand_left,2,76,0.02631578947368421
4,sneak_underhand_left,17,37,0.4594594594594595
4,dragon_roll,14,37,0.3783783783783784
4,sneak_underhand,3,37,0.08108108108108109
4,sneak_overhand,1,37,0.02702702702702703
4,underhand_right,1,37,0.02702702702702703
4,ur cw,1,37,0.02702702702702703
5,counter_clockwise,34,78,0.4358974358974359
5,overhand_left,9,78,0.11538461538461539
5,overhand_right,7,78,0.08974358974358974
5,sneak_overhand_left,7,78,0.08974358974358974
5,sneak_underhand_right,7,78,0.08974358974358974
5,underhand_right,3,78,0.038461538461538464
5,dragon_roll,2,78,0.02564102564102564
5,idle,2,78,0.02564102564102564
5,sneak_overhand,2,78,0.02564102564102564
5,sneak_underhand_left,2,78,0.02564102564102564
5,clockwise,1,78,0.01282051282051282
5,or osl,1,78,0.01282051282051282
5,underhand_left,1,78,0.01282051282051282
6,counter_clockwise,6,16,0.375
6,dragon_roll,3,16,0.1875
6,sneak_overhand_right,3,16,0.1875
6,idle,1,16,0.0625
6,sneak_underhand,1,16,0.0625
6,sneak_underhand_left,1,16,0.0625
6,sneak_underhand_right,1,16,0.0625
7,clockwise,15,53,0.2830188679245283
7,overhand_left,11,53,0.20754716981132076
7,dragon_roll,9,53,0.16981132075471697
7,sneak_underhand_right,8,53,0.1509433962264151
7,overhand_right,4,53,0.07547169811320754
7,sneak_underhand,2,53,0.03773584905660377
7,underhand_right,2,53,0.03773584905660377
7,counter_clockwise,1,53,0.018867924528301886
7,ur cw,1,53,0.018867924528301886
8,overhand_left,72,113,0.6371681415929203
8,counter_clockwise,40,113,0.35398230088495575
8,sneak_underhand,1,113,0.008849557522123894
9,clockwise,21,57,0.3684210526315789
9,underhand_right,20,57,0.3508771929824561
9,counter_clockwise,6,57,0.10526315789473684
9,overhand_left,5,57,0.08771929824561403
9,sneak_overhand,2,57,0.03508771929824561
9,idle,1,57,0.017543859649122806
9,sneak_overhand_left,1,57,0.017543859649122806
9,sneak_underhand,1,57,0.017543859649122806
10,counter_clockwise,40,69,0.5797101449275363
10,underhand_right,22,69,0.3188405797101449
10,clockwise,3,69,0.043478260869565216
10,idle,2,69,0.028985507246376812
10,sneak_overhand,1,69,0.014492753623188406
10,sneak_underhand_left,1,69,0.014492753623188406
11,clockwise,10,25,0.4
11,overhand_left,8,25,0.32
11,underhand_right,6,25,0.24
11,dragon_roll,1,25,0.04
