cluster,f1,support
C00,0.9642857142857143,170
C01,0.8561525129982669,282
C02,0.9245283018867925,268
C03,0.0,18
C04,0.8524590163934426,318
C05,0.9422632794457275,218
C06,0.8104089219330854,146
C07,0.7472527472527473,112
C08,0.9116022099447514,347
C09,0.8670212765957447,365
C10,0.8829787234042553,193
C11,0.9107142857142857,333
