class,precision,recall,f1,support
dragon_roll,0.5425531914893617,0.4845605700712589,0.5119196988707654,421
underhand_right,0.3308714918759232,0.4,0.36216653193209375,560
underhand_left,0.09090909090909091,0.029411764705882353,0.044444444444444446,34
overhand_left,0.46520423600605143,0.7093425605536332,0.5619004111466424,867
overhand_right,0.047619047619047616,0.011494252873563218,0.018518518518518517,87
sneak_underhand_left,0.9285714285714286,0.1511627906976744,0.26,86
sneak_underhand_right,0.7714285714285715,0.38571428571428573,0.5142857142857142,70
sneak_overhand_left,0.6893203883495146,0.4152046783625731,0.5182481751824818,171
sneak_overhand_right,0.625,0.17857142857142858,0.2777777777777778,28
clockwise,0.4225352112676056,0.23622047244094488,0.30303030303030304,254
counter_clockwise,0.43103448275862066,0.31017369727047145,0.36075036075036077,403
idle,0.6056338028169014,0.48314606741573035,0.5375,89
unknown,0.0,0.0,0.0,0
