class,precision,recall,f1,support
dragon_roll,0.6636363636363637,0.5201900237529691,0.5832223701731025,421
underhand_right,0.3864734299516908,0.42857142857142855,0.40643522438611346,560
underhand_left,0.0,0.0,0.0,34
overhand_left,0.47014413177762526,0.790080738177624,0.5895008605851979,867
overhand_right,0.1,0.022988505747126436,0.037383177570093455,87
sneak_underhand_left,0.8064516129032258,0.29069767441860467,0.42735042735042733,86
sneak_underhand_right,0.703125,0.6428571428571429,0.6716417910447762,70
sneak_overhand_left,0.7959183673469388,0.45614035087719296,0.5799256505576208,171
sneak_overhand_right,0.875,0.25,0.3888888888888889,28
clockwise,0.5752212389380531,0.2559055118110236,0.3542234332425068,254
counter_clockwise,0.4838709677419355,0.2977667493796526,0.3686635944700461,403
idle,0.5507246376811594,0.42696629213483145,0.4810126582278481,89
unknown,0.0,0.0,0.0,0
