cluster,clockwise,counter_clockwise,dragon_roll,idle,or osl,overhand_left,overhand_right,sneak_overhand,sneak_overhand_left,sneak_overhand_right,sneak_underhand,sneak_underhand_left,sneak_underhand_right,underhand_left,underhand_right,ur cw,vq
0,0.0,0.35398230088495575,0.0,0.0,0.0,0.6371681415929203,0.0,0.0,0.0,0.0,0.008849557522123894,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0379746835443038,0.0,0.06329113924050633,0.0,0.0,0.0,0.0,0.13924050632911392,0.6962025316455697,0.02531645569620253,0.0,0.012658227848101266,0.012658227848101266,0.0,0.012658227848101266,0.0,0.0
2,0.2857142857142857,0.11428571428571428,0.02857142857142857,0.0,0.02857142857142857,0.2571428571428571,0.05714285714285714,0.02857142857142857,0.0,0.0,0.0,0.02857142857142857,0.0,0.0,0.17142857142857143,0.0,0.0
3,0.0,0.3050847457627119,0.06779661016949153,0.05084745762711865,0.0,0.1016949152542373,0.06779661016949153,0.01694915254237288,0.11864406779661017,0.0,0.0,0.0,0.11864406779661017,0.01694915254237288,0.13559322033898305,0.0,0.0
4,0.04477611940298507,0.11940298507462686,0.22388059701492538,0.029850746268656716,0.0,0.14925373134328357,0.1044776119402985,0.0,0.0,0.0,0.014925373134328358,0.19402985074626866,0.0,0.0,0.1044776119402985,0.014925373134328358,0.0
5,0.2781954887218045,0.12030075187969924,0.007518796992481203,0.0,0.0,0.06015037593984962,0.007518796992481203,0.03759398496240601,0.007518796992481203,0.0,0.007518796992481203,0.015037593984962405,0.06766917293233082,0.0,0.39097744360902253,0.0,0.0
6,0.06666666666666667,0.4777777777777778,0.022222222222222223,0.022222222222222223,0.0,0.05555555555555555,0.0,0.011111111111111112,0.0,0.0,0.03333333333333333,0.05555555555555555,0.0,0.0,0.25555555555555554,0.0,0.0
7,0.2361111111111111,0.05555555555555555,0.1111111111111111,0.0,0.0,0.19444444444444445,0.1388888888888889,0.0,0.0,0.041666666666666664,0.027777777777777776,0.013888888888888888,0.125,0.0,0.027777777777777776,0.013888888888888888,0.013888888888888888
