cluster,label,count,cluster_total,p_label_given_cluster
0,overhand_left,13,20,0.65
0,counter_clockwise,7,20,0.35
1,sneak_overhand_left,19,20,0.95
1,sneak_overhand,1,20,0.05
2,overhand_left,8,20,0.4
2,clockwise,6,20,0.3
2,underhand_right,5,20,0.25
2,or osl,1,20,0.05
3,counter_clockwise,8,20,0.4
3,sneak_overhand_left,3,20,0.15
3,underhand_right,3,20,0.15
3,dragon_roll,2,20,0.1
3,overhand_left,2,20,0.1
3,sneak_underhand_right,2,20,0.1
4,sneak_underhand_left,7,20,0.35
4,overhand_left,4,20,0.2
4,dragon_roll,3,20,0.15
4,underhand_right,3,20,0.15
4,overhand_right,2,20,0.1
4,sneak_underhand,1,20,0.05
5,underhand_right,8,20,0.4
5,clockwise,6,20,0.3
5,overhand_left,4,20,0.2
5,counter_clockwise,1,20,0.05
5,sneak_underhand_left,1,20,0.05
6,counter_clockwise,18,20,0.9
6,underhand_right,2,20,0.1
7,clockwise,6,20,0.3
7,overhand_left,6,20,0.3
7,overhand_right,3,20,0.15
7,dragon_roll,2,20,0.1
7,sneak_underhand,1,20,0.05
7,sneak_underhand_right,1,20,0.05
7,ur cw,1,20,0.05
