cluster,rank,cycle_index,dist_to_centroid,session_id,t_mid_s,label,label_json,label_source
0,1,2256,20.431392669677734,20260405_185509_experimental_bass-walk-down,34.11608736953629,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,2,2026,20.58922576904297,20260405_184437_experimental_bass-walk-down,62.770671091225566,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,3,2018,20.74181365966797,20260405_184437_experimental_bass-walk-down,44.487563741397224,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,4,2266,20.801349639892578,20260405_185509_experimental_bass-walk-down,46.35827310298146,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,5,2236,20.842844009399414,20260405_185331_experimental_birth-death,99.41609381488777,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
0,6,1947,20.855636596679688,20260405_173949_experimental_progression,15.741478611107162,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,7,2494,20.86492347717285,20260406_212408_experimental_jo div,123.60493080397106,overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,8,1955,20.933731079101562,20260405_173949_experimental_progression,31.21292381119881,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,9,1953,20.934619903564453,20260405_173949_experimental_progression,26.56249096481211,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,10,1400,21.03837776184082,20260315_150630_experimental_jo,83.79290160432252,overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,11,2258,21.098709106445312,20260405_185509_experimental_bass-walk-down,36.5765348277406,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,12,2045,21.104761123657227,20260405_184437_experimental_bass-walk-down,92.60574295036591,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,13,2004,21.142681121826172,20260405_184437_experimental_bass-walk-down,27.534681432905785,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,14,2465,21.177837371826172,20260406_212408_experimental_jo div,51.24204417667576,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,15,1958,21.1781005859375,20260405_173949_experimental_progression,35.613336970858484,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,16,2273,21.18075180053711,20260405_185509_experimental_bass-walk-down,53.21948772290507,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,17,1425,21.184228897094727,20260315_150630_experimental_jo,119.58414083827725,overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
0,18,1881,21.21132469177246,20260316_171550_experimental_jo,114.40458795279982,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
0,19,2019,21.286924362182617,20260405_184437_experimental_bass-walk-down,46.857966534304474,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,20,2218,21.320600509643555,20260405_185331_experimental_birth-death,62.1400587273117,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
1,1,2447,19.97876739501953,20260406_212408_experimental_jo div,7.050280740791511,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,2,2515,20.169456481933594,20260406_212408_experimental_jo div,180.46719895780586,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,3,1427,20.715585708618164,20260315_150630_experimental_jo,121.57420989356902,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,4,2049,20.834487915039062,20260405_184729_experimental_pachelbel,14.441978586223074,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
1,5,1432,20.841304779052734,20260315_150630_experimental_jo,130.7645281608659,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,6,2476,20.84171485900879,20260406_212408_experimental_jo div,83.35332477908203,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,7,2478,20.879112243652344,20260406_212408_experimental_jo div,87.74349997144014,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,8,2053,20.887310028076172,20260405_184729_experimental_pachelbel,20.002741335825455,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
1,9,1912,20.96190071105957,20260316_171550_experimental_jo,170.09682169182054,sneak_overhand,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
