cluster,label,count,cluster_total,p_label_given_cluster
0,overhand_left,72,113,0.6371681415929203
0,counter_clockwise,40,113,0.35398230088495575
0,sneak_underhand,1,113,0.008849557522123894
1,sneak_overhand_left,55,79,0.6962025316455697
1,sneak_overhand,11,79,0.13924050632911392
1,dragon_roll,5,79,0.06329113924050633
1,clockwise,3,79,0.0379746835443038
1,sneak_overhand_right,2,79,0.02531645569620253
1,sneak_underhand_left,1,79,0.012658227848101266
1,sneak_underhand_right,1,79,0.012658227848101266
1,underhand_right,1,79,0.012658227848101266
2,clockwise,10,35,0.2857142857142857
2,overhand_left,9,35,0.2571428571428571
2,underhand_right,6,35,0.17142857142857143
2,counter_clockwise,4,35,0.11428571428571428
2,overhand_right,2,35,0.05714285714285714
2,dragon_roll,1,35,0.02857142857142857
2,or osl,1,35,0.02857142857142857
2,sneak_overhand,1,35,0.02857142857142857
2,sneak_underhand_left,1,35,0.02857142857142857
3,counter_clockwise,18,59,0.3050847457627119
3,underhand_right,8,59,0.13559322033898305
3,sneak_overhand_left,7,59,0.11864406779661017
3,sneak_underhand_right,7,59,0.11864406779661017
3,overhand_left,6,59,0.1016949152542373
3,dragon_roll,4,59,0.06779661016949153
3,overhand_right,4,59,0.06779661016949153
3,idle,3,59,0.05084745762711865
3,sneak_overhand,1,59,0.01694915254237288
3,underhand_left,1,59,0.01694915254237288
4,dragon_roll,15,67,0.22388059701492538
4,sneak_underhand_left,13,67,0.19402985074626866
4,overhand_left,10,67,0.14925373134328357
4,counter_clockwise,8,67,0.11940298507462686
4,overhand_right,7,67,0.1044776119402985
4,underhand_right,7,67,0.1044776119402985
4,clockwise,3,67,0.04477611940298507
4,idle,2,67,0.029850746268656716
4,sneak_underhand,1,67,0.014925373134328358
4,ur cw,1,67,0.014925373134328358
5,underhand_right,52,133,0.39097744360902253
5,clockwise,37,133,0.2781954887218045
5,counter_clockwise,16,133,0.12030075187969924
5,sneak_underhand_right,9,133,0.06766917293233082
5,overhand_left,8,133,0.06015037593984962
5,sneak_overhand,5,133,0.03759398496240601
5,sneak_underhand_left,2,133,0.015037593984962405
5,dragon_roll,1,133,0.007518796992481203
5,overhand_right,1,133,0.007518796992481203
5,sneak_overhand_left,1,133,0.007518796992481203
5,sneak_underhand,1,133,0.007518796992481203
6,counter_clockwise,43,90,0.4777777777777778
6,underhand_right,23,90,0.25555555555555554
6,clockwise,6,90,0.06666666666666667
6,overhand_left,5,90,0.05555555555555555
6,sneak_underhand_left,5,90,0.05555555555555555
6,sneak_underhand,3,90,0.03333333333333333
6,dragon_roll,2,90,0.022222222222222223
6,idle,2,90,0.022222222222222223
6,sneak_overhand,1,90,0.011111111111111112
7,clockwise,17,72,0.2361111111111111
7,overhand_left,14,72,0.19444444444444445
7,overhand_right,10,72,0.1388888888888889
7,sneak_underhand_right,9,72,0.125
7,dragon_roll,8,72,0.1111111111111111
7,counter_clockwise,4,72,0.05555555555555555
7,sneak_overhand_right,3,72,0.041666666666666664
7,sneak_underhand,2,72,0.027777777777777776
7,underhand_right,2,72,0.027777777777777776
7,sneak_underhand_left,1,72,0.013888888888888888
7,ur cw,1,72,0.013888888888888888
7,vq,1,72,0.013888888888888888
