cluster,f1,support
C00,0.0,12
C01,0.9068702290076336,333
C02,0.8719512195121951,183
C03,0.8,356
C04,0.9033942558746736,203
C05,0.9481865284974094,194
C06,0.9384615384615385,199
C07,0.9164179104477612,328
C08,0.8607594936708861,162
C09,0.8791208791208791,230
C10,0.7548291233283804,318
C11,0.8464730290456431,252
