cluster,f1,support
C00,0.0,12
C01,0.8855869242199108,333
C02,0.8405797101449275,183
C03,0.8311688311688312,356
C04,0.910025706940874,203
C05,0.953125,194
C06,0.9378238341968912,199
C07,0.9077155824508321,328
C08,0.8637873754152824,162
C09,0.8421052631578947,230
C10,0.780559646539028,318
C11,0.8508946322067594,252
