cluster,label,count,cluster_total,p_label_given_cluster
0,bf2,7,38,0.18421052631578946
0,dragon_roll,8,38,0.21052631578947367
0,sneak_overhand,1,38,0.02631578947368421
0,sneak_underhand,3,38,0.07894736842105263
0,sneak_underhand_left,17,38,0.4473684210526316
0,underhand_right,1,38,0.02631578947368421
0,ur cw,1,38,0.02631578947368421
1,clockwise,7,21,0.3333333333333333
1,overhand_left,8,21,0.38095238095238093
1,underhand_right,6,21,0.2857142857142857
2,bf2,3,77,0.03896103896103896
2,clockwise,5,77,0.06493506493506493
2,sneak_overhand,11,77,0.14285714285714285
2,sneak_overhand_left,55,77,0.7142857142857143
2,sneak_overhand_right,2,77,0.025974025974025976
2,underhand_right,1,77,0.012987012987012988
3,counter_clockwise,3,13,0.23076923076923078
3,dragon_roll,2,13,0.15384615384615385
3,idle,1,13,0.07692307692307693
3,overhand_left,1,13,0.07692307692307693
3,sneak_overhand_left,1,13,0.07692307692307693
3,sneak_underhand_right,2,13,0.15384615384615385
3,underhand_right,3,13,0.23076923076923078
4,clockwise,21,50,0.42
4,counter_clockwise,5,50,0.1
4,overhand_left,3,50,0.06
4,sneak_overhand,1,50,0.02
4,sneak_overhand_left,1,50,0.02
4,sneak_underhand,1,50,0.02
4,underhand_right,18,50,0.36
5,clockwise,1,17,0.058823529411764705
5,counter_clockwise,8,17,0.47058823529411764
5,dragon_roll,2,17,0.11764705882352941
5,idle,1,17,0.058823529411764705
5,sneak_overhand_right,3,17,0.17647058823529413
5,sneak_underhand_left,1,17,0.058823529411764705
5,sneak_underhand_right,1,17,0.058823529411764705
6,bf2,1,9,0.1111111111111111
6,clockwise,1,9,0.1111111111111111
6,counter_clockwise,1,9,0.1111111111111111
6,idle,2,9,0.2222222222222222
6,sneak_underhand,1,9,0.1111111111111111
6,underhand_right,2,9,0.2222222222222222
6,vq,1,9,0.1111111111111111
7,clockwise,2,35,0.05714285714285714
7,overhand_left,14,35,0.4
7,overhand_right,13,35,0.37142857142857144
7,underhand_right,6,35,0.17142857142857143
8,clockwise,18,68,0.2647058823529412
8,dragon_roll,1,68,0.014705882352941176
8,overhand_left,5,68,0.07352941176470588
8,sneak_overhand,1,68,0.014705882352941176
8,sneak_underhand_left,2,68,0.029411764705882353
8,sneak_underhand_right,8,68,0.11764705882352941
8,underhand_right,33,68,0.4852941176470588
9,clockwise,3,68,0.04411764705882353
9,counter_clockwise,40,68,0.5882352941176471
9,idle,1,68,0.014705882352941176
9,sneak_overhand,1,68,0.014705882352941176
9,sneak_underhand_left,1,68,0.014705882352941176
9,underhand_right,22,68,0.3235294117647059
10,clockwise,1,59,0.01694915254237288
10,counter_clockwise,31,59,0.5254237288135594
10,dragon_roll,1,59,0.01694915254237288
10,idle,1,59,0.01694915254237288
10,overhand_left,8,59,0.13559322033898305
10,overhand_right,4,59,0.06779661016949153
10,sneak_overhand_left,6,59,0.1016949152542373
10,sneak_underhand_right,3,59,0.05084745762711865
10,underhand_left,1,59,0.01694915254237288
10,underhand_right,3,59,0.05084745762711865
11,counter_clockwise,39,112,0.3482142857142857
11,overhand_left,72,112,0.6428571428571429
11,sneak_underhand,1,112,0.008928571428571428
12,bf2,1,30,0.03333333333333333
12,clockwise,4,30,0.13333333333333333
12,counter_clockwise,6,30,0.2
12,dragon_roll,1,30,0.03333333333333333
12,idle,1,30,0.03333333333333333
12,or osl,1,30,0.03333333333333333
12,overhand_left,2,30,0.06666666666666667
12,overhand_right,3,30,0.1
12,sneak_overhand,4,30,0.13333333333333333
12,sneak_underhand_left,1,30,0.03333333333333333
12,sneak_underhand_right,4,30,0.13333333333333333
12,underhand_right,2,30,0.06666666666666667
13,clockwise,13,51,0.2549019607843137
13,dragon_roll,9,51,0.17647058823529413
13,overhand_left,11,51,0.21568627450980393
13,overhand_right,4,51,0.0784313725490196
13,sneak_underhand,2,51,0.0392156862745098
13,sneak_underhand_left,1,51,0.0196078431372549
13,sneak_underhand_right,8,51,0.1568627450980392
13,underhand_right,2,51,0.0392156862745098
13,ur cw,1,51,0.0196078431372549
