cluster,f1,support
C00,0.0,15
C01,0.8827160493827161,315
C02,0.8946648426812586,367
C03,0.8773841961852861,189
C04,0.8254847645429363,191
C05,0.8452914798206278,416
C06,0.8378378378378378,157
C07,0.8515901060070671,289
C08,0.8897535667963683,376
C09,0.9309576837416481,229
C10,0.9541284403669725,218
C11,0.0,8
