cluster,f1,support
C00,0.0,15
C01,0.8445121951219512,315
C02,0.9149797570850202,367
C03,0.9159891598915989,189
C04,0.8554913294797688,191
C05,0.8136315228966986,416
C06,0.8398576512455516,157
C07,0.8814159292035398,289
C08,0.9041835357624831,376
C09,0.9483146067415731,229
C10,0.9539170506912442,218
C11,0.0,8
