cluster,label,count,cluster_total,p_label_given_cluster
4,sneak_underhand,3,111,0.02702702702702703
4,sneak_underhand_left,2,111,0.018018018018018018
4,underhand_left,2,111,0.018018018018018018
4,idle or ol?,1,111,0.009009009009009009
4,sneak_overhand_left,1,111,0.009009009009009009
4,ur cw,1,111,0.009009009009009009
5,overhand_left,89,144,0.6180555555555556
5,counter_clockwise,44,144,0.3055555555555556
5,sneak_overhand_right,5,144,0.034722222222222224
5,dragon_roll,3,144,0.020833333333333332
5,sneak_overhand,1,144,0.006944444444444444
5,sneak_overhand_left,1,144,0.006944444444444444
5,sneak_underhand,1,144,0.006944444444444444
6,underhand_right,52,130,0.4
6,clockwise,30,130,0.23076923076923078
6,overhand_left,23,130,0.17692307692307693
6,sneak_underhand,11,130,0.08461538461538462
6,dragon_roll,8,130,0.06153846153846154
6,sneak_underhand_right,3,130,0.023076923076923078
6,sneak_underhand_left,1,130,0.007692307692307693
6,underhand_left,1,130,0.007692307692307693
6,vq,1,130,0.007692307692307693
7,sneak_overhand_left,62,102,0.6078431372549019
7,sneak_overhand,12,102,0.11764705882352941
7,dragon_roll,10,102,0.09803921568627451
7,sneak_overhand_right,7,102,0.06862745098039216
7,clockwise,3,102,0.029411764705882353
7,underhand_right,3,102,0.029411764705882353
7,counter_clockwise,2,102,0.0196078431372549
7,sneak_underhand_right,2,102,0.0196078431372549
7,overhand_left,1,102,0.00980392156862745
8,counter_clockwise,5,13,0.38461538461538464
8,dragon_roll,4,13,0.3076923076923077
8,sneak_overhand,2,13,0.15384615384615385
8,idle,1,13,0.07692307692307693
8,sneak_underhand,1,13,0.07692307692307693
9,clockwise,38,159,0.2389937106918239
9,underhand_right,27,159,0.16981132075471697
9,dragon_roll,25,159,0.15723270440251572
9,overhand_left,24,159,0.1509433962264151
9,overhand_right,15,159,0.09433962264150944
9,sneak_underhand_right,9,159,0.05660377358490566
9,sneak_overhand,5,159,0.031446540880503145
9,sneak_overhand_left,5,159,0.031446540880503145
9,sneak_underhand,4,159,0.025157232704402517
9,ur cw,4,159,0.025157232704402517
9,counter_clockwise,3,159,0.018867924528301886
10,counter_clockwise,42,131,0.32061068702290074
10,underhand_right,29,131,0.22137404580152673
10,dragon_roll,17,131,0.1297709923664122
10,sneak_underhand_left,14,131,0.10687022900763359
10,sneak_underhand_right,8,131,0.061068702290076333
10,idle,6,131,0.04580152671755725
10,clockwise,4,131,0.030534351145038167
10,underhand_left,4,131,0.030534351145038167
10,sneak_underhand,3,131,0.022900763358778626
10,overhand_left,2,131,0.015267175572519083
10,overhand_right,1,131,0.007633587786259542
10,sneak_overhand,1,131,0.007633587786259542
11,dragon_roll,14,52,0.2692307692307692
11,overhand_left,14,52,0.2692307692307692
11,overhand_right,8,52,0.15384615384615385
11,underhand_right,6,52,0.11538461538461539
11,clockwise,4,52,0.07692307692307693
11,sneak_overhand,2,52,0.038461538461538464
11,counter_clockwise,1,52,0.019230769230769232
11,idle,1,52,0.019230769230769232
11,sneak_overhand_left,1,52,0.019230769230769232
11,sneak_overhand_right,1,52,0.019230769230769232
12,overhand_left,7,25,0.28
12,dragon_roll,5,25,0.2
12,counter_clockwise,3,25,0.12
12,sneak_overhand_left,3,25,0.12
12,clockwise,2,25,0.08
12,underhand_right,2,25,0.08
12,sneak_overhand,1,25,0.04
12,sneak_underhand_right,1,25,0.04
12,vq,1,25,0.04
