cluster,label,count,cluster_total,p_label_given_cluster
0,counter_clockwise,63,106,0.5943396226415094
0,dragon_roll,19,106,0.1792452830188679
0,underhand_right,9,106,0.08490566037735849
0,sneak_underhand_left,7,106,0.0660377358490566
0,underhand_left,6,106,0.05660377358490566
0,idle,1,106,0.009433962264150943
0,overhand_left,1,106,0.009433962264150943
1,clockwise,23,111,0.2072072072072072
1,sneak_overhand_left,20,111,0.18018018018018017
1,overhand_left,18,111,0.16216216216216217
1,dragon_roll,14,111,0.12612612612612611
1,sneak_underhand_right,12,111,0.10810810810810811
1,underhand_right,10,111,0.09009009009009009
1,overhand_right,6,111,0.05405405405405406
1,counter_clockwise,3,111,0.02702702702702703
1,underhand_left,2,111,0.018018018018018018
1,idle,1,111,0.009009009009009009
1,sneak_underhand,1,111,0.009009009009009009
1,ur cw,1,111,0.009009009009009009
2,clockwise,21,144,0.14583333333333334
2,overhand_left,21,144,0.14583333333333334
2,idle,19,144,0.13194444444444445
2,underhand_right,19,144,0.13194444444444445
2,counter_clockwise,17,144,0.11805555555555555
2,dragon_roll,17,144,0.11805555555555555
2,overhand_right,13,144,0.09027777777777778
2,sneak_overhand,8,144,0.05555555555555555
2,sneak_overhand_left,2,144,0.013888888888888888
2,sneak_overhand_right,2,144,0.013888888888888888
2,sneak_underhand_left,2,144,0.013888888888888888
2,sneak_underhand_right,2,144,0.013888888888888888
2,sneak_underhand,1,144,0.006944444444444444
3,counter_clockwise,21,137,0.15328467153284672
3,underhand_right,21,137,0.15328467153284672
3,overhand_left,20,137,0.145985401459854
3,dragon_roll,16,137,0.11678832116788321
3,sneak_underhand_right,15,137,0.10948905109489052
3,idle,12,137,0.08759124087591241
3,clockwise,10,137,0.072992700729927
3,sneak_underhand,6,137,0.043795620437956206
3,overhand_right,5,137,0.0364963503649635
3,sneak_overhand,3,137,0.021897810218978103
3,underhand_left,3,137,0.021897810218978103
3,sneak_overhand_left,2,137,0.014598540145985401
3,sneak_overhand_right,2,137,0.014598540145985401
3,or osl,1,137,0.0072992700729927005
4,counter_clockwise,22,111,0.1981981981981982
4,dragon_roll,17,111,0.15315315315315314
4,idle,13,111,0.11711711711711711
4,overhand_left,11,111,0.0990990990990991
4,underhand_right,11,111,0.0990990990990991
4,overhand_right,9,111,0.08108108108108109
4,clockwise,7,111,0.06306306306306306
4,sneak_overhand,7,111,0.06306306306306306
4,sneak_underhand_right,4,111,0.036036036036036036
