arm,time_seconds,ax,ay,az,gx,gy,gz,mx,my,mz
arm1,432.607,-0.3612823486328125,-0.8779144287109375,0.299713134765625,0.13112260401248932,-0.050569966435432434,-0.15693342685699463,49.81455993652344,91.87315368652344,-152.12384033203125
arm1,432.627,-0.3596038818359375,-0.8682098388671875,0.29327392578125,0.1339455544948578,-0.011951734311878681,-0.178575336933136,49.98374938964844,91.89486694335938,-151.84413146972656
arm1,432.647,-0.3486480712890625,-0.86285400390625,0.2943572998046875,0.12762746214866638,0.01894652657210827,-0.1860516220331192,49.81675720214844,91.83457946777344,-151.66299438476562
arm1,432.667,-0.3344879150390625,-0.857086181640625,0.2964935302734375,0.10651765763759613,-0.005399292800575495,-0.17704881727695465,50.08250427246094,91.89849853515625,-151.55284118652344
arm1,432.687,-0.3266754150390625,-0.8642425537109375,0.2984161376953125,0.0730222761631012,-0.07356955856084824,-0.16702307760715485,50.2269287109375,91.86477661132812,-151.658935546875
arm1,432.707,-0.32525634765625,-0.870147705078125,0.303802490234375,0.022532206028699875,-0.17061594128608704,-0.16727420687675476,50.45960998535156,91.83889770507812,-151.9913330078125
arm1,432.727,-0.3426361083984375,-0.8878021240234375,0.3038482666015625,-0.03676067665219307,-0.2577979862689972,-0.17925870418548584,50.48228454589844,91.87657165527344,-151.74082946777344
arm1,432.747,-0.3552398681640625,-0.8862762451171875,0.30718994140625,-0.10253329575061798,-0.28089532256126404,-0.20669645071029663,50.69819641113281,91.80606079101562,-151.987548828125
arm1,432.767,-0.36138916015625,-0.876220703125,0.3083343505859375,-0.15833663940429688,-0.2754177153110504,-0.2229665070772171,50.953857421875,91.69601440429688,-151.9661102294922
arm1,432.787,-0.3637847900390625,-0.8849334716796875,0.314056396484375,-0.19698522984981537,-0.2423577755689621,-0.23288358747959137,51.10520935058594,91.89302062988281,-152.30792236328125
arm1,432.807,-0.366943359375,-0.8999786376953125,0.3184967041015625,-0.2242080718278885,-0.20595236122608185,-0.24831873178482056,51.087677001953125,91.87295532226562,-152.39779663085938
arm1,432.826,-0.3707122802734375,-0.9090576171875,0.3275909423828125,-0.24902287125587463,-0.18698319792747498,-0.2656330168247223,51.344970703125,91.78244018554688,-152.57675170898438
arm1,432.847,-0.3808441162109375,-0.9158935546875,0.3275909423828125,-0.2786175012588501,-0.1864473670721054,-0.2745679020881653,51.57447814941406,91.80305480957031,-152.503662109375
arm1,432.866,-0.3871917724609375,-0.9167327880859375,0.3240814208984375,-0.30700254440307617,-0.17233635485172272,-0.2693132162094116,51.88227844238281,91.95805358886719,-152.77650451660156
arm1,432.887,-0.3840484619140625,-0.9144287109375,0.3223419189453125,-0.33244824409484863,-0.14231453835964203,-0.25397661328315735,52.128448486328125,91.9158935546875,-153.32293701171875
arm1,432.907,-0.37872314453125,-0.9148406982421875,0.32598876953125,-0.3431216776371002,-0.11092492192983627,-0.22980496287345886,52.133697509765625,91.77835083007812,-153.48440551757812
arm1,432.927,-0.371429443359375,-0.9160614013671875,0.332275390625,-0.3412039279937744,-0.10266299545764923,-0.19429437816143036,52.21998596191406,91.82745361328125,-153.59869384765625
arm1,432.946,-0.358154296875,-0.923095703125,0.3342132568359375,-0.3234507739543915,-0.11422590911388397,-0.16298864781856537,52.35809326171875,91.93585205078125,-154.06610107421875
arm1,432.967,-0.33929443359375,-0.941436767578125,0.3400726318359375,-0.2979062497615814,-0.12680667638778687,-0.13266536593437195,52.6077880859375,91.89643859863281,-154.02662658691406
arm1,432.987,-0.32061767578125,-0.941802978515625,0.342926025390625,-0.26327425241470337,-0.16247598826885223,-0.10060516744852066,52.53193664550781,92.0059814453125,-154.68959045410156
arm1,433.007,-0.3155670166015625,-0.921875,0.329376220703125,-0.21739330887794495,-0.22055873274803162,-0.08204639703035355,52.549072265625,91.97917175292969,-154.73858642578125
arm1,433.026,-0.311370849609375,-0.9053192138671875,0.32232666015625,-0.16806836426258087,-0.2525355815887451,-0.06733376532793045,52.75079345703125,92.00006103515625,-154.76766967773438
arm1,433.046,-0.3108673095703125,-0.902923583984375,0.3154144287109375,-0.11958445608615875,-0.238722026348114,-0.05981486290693283,52.59906005859375,91.91566467285156,-154.94839477539062
arm1,433.067,-0.3148345947265625,-0.899322509765625,0.3149566650390625,-0.08147461712360382,-0.18961574137210846,-0.06291504949331284,52.60725402832031,91.88592529296875,-154.90415954589844
arm1,433.086,-0.30859375,-0.889190673828125,0.3169708251953125,-0.0550728403031826,-0.10837094485759735,-0.06518512964248657,52.79913330078125,91.87385559082031,-155.02703857421875
arm1,433.107,-0.301605224609375,-0.8768157958984375,0.3256988525390625,-0.035655200481414795,-0.04440208524465561,-0.058889683336019516,52.73847961425781,91.88909912109375,-154.69351196289062
arm1,433.126,-0.2988433837890625,-0.8717498779296875,0.3303375244140625,-0.027455326169729233,-0.023510385304689407,-0.046476420015096664,52.7962646484375,91.8961181640625,-154.69432067871094
arm1,433.146,-0.2908477783203125,-0.8696136474609375,0.3370513916015625,-0.02810060977935791,-0.03281014412641525,-0.041077662259340286,52.77357482910156,91.84194946289062,-154.90037536621094
arm1,433.166,-0.29510498046875,-0.869293212890625,0.3375244140625,-0.03737613558769226,-0.055865928530693054,-0.03422801196575165,52.62744140625,91.86405944824219,-155.20428466796875
arm1,433.186,-0.2976226806640625,-0.8690185546875,0.33758544921875,-0.05040724575519562,-0.06751299649477005,-0.03118108958005905,52.9019775390625,91.89860534667969,-155.42791748046875
arm1,433.208,-0.298553466796875,-0.8722076416015625,0.3415374755859375,-0.0691005066037178,-0.07541779428720474,-0.02544463984668255,53.00941467285156,91.77944946289062,-155.12799072265625
arm1,433.227,-0.3058929443359375,-0.8834228515625,0.346038818359375,-0.08430662751197815,-0.07885433733463287,-0.02081846259534359,52.86082458496094,91.82469177246094,-154.95701599121094
arm1,433.246,-0.31341552734375,-0.8907012939453125,0.3487548828125,-0.09808102995157242,-0.07113782316446304,-0.01558268815279007,52.67005920410156,91.68157958984375,-155.3421630859375
arm1,433.266,-0.31451416015625,-0.8905029296875,0.3505859375,-0.10281692445278168,-0.07214184105396271,-0.007859254255890846,52.6746826171875,91.83299255371094,-155.5435028076172
arm1,433.287,-0.31683349609375,-0.8925628662109375,0.34716796875,-0.09184390306472778,-0.08601637184619904,0.0017606157343834639,52.83976745605469,91.72177124023438,-155.4477081298828
arm1,433.308,-0.32586669921875,-0.8868408203125,0.34149169921875,-0.060436446219682693,-0.09800326079130173,0.015959791839122772,52.797119140625,91.79638671875,-155.6017608642578
arm1,433.327,-0.3282012939453125,-0.884918212890625,0.3354644775390625,-0.016147544607520103,-0.10010742396116257,0.03063993528485298,52.909423828125,91.74366760253906,-155.42994689941406
arm1,433.347,-0.3352508544921875,-0.8816680908203125,0.328643798828125,0.04170456901192665,-0.0938095822930336,0.04897899553179741,52.56864929199219,91.80003356933594,-155.45191955566406
arm1,433.367,-0.33563232421875,-0.8846282958984375,0.324127197265625,0.09830180555582047,-0.06889437884092331,0.06801260262727737,52.629852294921875,91.75729370117188,-155.34767150878906
arm1,433.389,-0.3326873779296875,-0.8875885009765625,0.3217010498046875,0.1478070318698883,-0.031675104051828384,0.08843372762203217,52.41804504394531,91.62261962890625,-155.39816284179688
arm1,433.406,-0.3286895751953125,-0.8960723876953125,0.3255767822265625,0.18953664600849152,-0.00032730249222368,0.10312239080667496,52.41804504394531,91.62261962890625,-155.39816284179688
arm1,433.426,-0.32562255859375,-0.8977203369140625,0.3262176513671875,0.21333065629005432,0.012753612361848354,0.11471060663461685,52.27540588378906,91.697265625,-155.1203155517578
arm1,433.446,-0.3248291015625,-0.89349365234375,0.325927734375,0.22764328122138977,0.016096144914627075,0.1237935796380043,52.21295166015625,91.71034240722656,-154.82444763183594
arm1,433.467,-0.325439453125,-0.896087646484375,0.3232879638671875,0.22970935702323914,0.013235910795629025,0.1310427039861679,52.114532470703125,91.67823791503906,-154.9857940673828
arm1,433.486,-0.332122802734375,-0.903778076171875,0.326141357421875,0.2215278595685959,0.01943867839872837,0.1336030662059784,52.0904541015625,91.77607727050781,-154.6920623779297
arm1,433.506,-0.3336944580078125,-0.898834228515625,0.3267669677734375,0.20339998602867126,0.030962975695729256,0.13260704278945923,51.87290954589844,91.78254699707031,-154.6276092529297
arm1,433.526,-0.336578369140625,-0.8911590576171875,0.3235015869140625,0.18845805525779724,0.037707433104515076,0.13767769932746887,51.79866027832031,91.7164306640625,-154.02499389648438
arm1,433.546,-0.3389739990234375,-0.8931121826171875,0.3238525390625,0.18103529512882233,0.04645351693034172,0.14233903586864471,51.71333312988281,91.73966979980469,-154.31019592285156
arm1,433.566,-0.34161376953125,-0.9027252197265625,0.3228607177734375,0.17775535583496094,0.05813441053032875,0.15008564293384552,51.705047607421875,91.81785583496094,-153.9859619140625
arm1,433.586,-0.3367156982421875,-0.9090576171875,0.3245391845703125,0.1774994134902954,0.05547284707427025,0.16289997100830078,51.47367858886719,91.83283996582031,-153.95797729492188
arm1,433.606,-0.3401031494140625,-0.910186767578125,0.32025146484375,0.18111999332904816,0.03833087906241417,0.1710074245929718,51.22047424316406,91.70787048339844,-154.14076232910156
arm1,433.626,-0.3404541015625,-0.900726318359375,0.312103271484375,0.18093650043010712,0.036307938396930695,0.17830529808998108,51.21730041503906,91.69570922851562,-153.76150512695312
arm1,433.646,-0.3374481201171875,-0.896209716796875,0.309051513671875,0.17995485663414001,0.04505615681409836,0.17825469374656677,50.88197326660156,91.84431457519531,-153.52391052246094
arm1,433.666,-0.34002685546875,-0.8896636962890625,0.308013916015625,0.17338430881500244,0.053037650883197784,0.18007789552211761,50.99638366699219,91.78370666503906,-153.3643341064453
arm1,433.686,-0.339874267578125,-0.878997802734375,0.30914306640625,0.16363580524921417,0.06706665456295013,0.18677040934562683,50.71647644042969,91.77912902832031,-153.4363250732422
arm1,433.706,-0.33282470703125,-0.8766937255859375,0.3096771240234375,0.15519118309020996,0.08827872574329376,0.19477428495883942,50.58515930175781,91.82630920410156,-153.06289672851562
arm1,433.726,-0.322113037109375,-0.877838134765625,0.3157196044921875,0.14944195747375488,0.11306929588317871,0.19838765263557434,50.481201171875,91.80902099609375,-153.11627197265625
arm1,433.746,-0.3104095458984375,-0.881439208984375,0.3223724365234375,0.14126019179821014,0.1138211041688919,0.2044024020433426,50.50970458984375,91.86906433105469,-153.13046264648438
arm1,433.766,-0.30194091796875,-0.8890380859375,0.3266754150390625,0.12392780184745789,0.0884249359369278,0.2117205113172531,50.28279113769531,91.79804992675781,-152.9258270263672
arm1,433.786,-0.2969512939453125,-0.892059326171875,0.3319091796875,0.10093886405229568,0.03756122291088104,0.2091982215642929,50.03273010253906,91.79884338378906,-152.5839080810547
arm1,433.806,-0.2991943359375,-0.8958587646484375,0.33074951171875,0.07268432527780533,-0.018020013347268105,0.19994907081127167,49.86882019042969,91.76834106445312,-152.26548767089844
