cluster,rank,cycle_index,dist_to_centroid,session_id,t_mid_s,label,label_json,label_source
0,1,1841,17.37417221069336,20260316_171550_experimental_jo,56.40226186568167,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
0,2,1958,17.791671752929688,20260405_173949_experimental_progression,35.613336970858484,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,3,2258,18.003496170043945,20260405_185509_experimental_bass-walk-down,36.5765348277406,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,4,1953,18.205862045288086,20260405_173949_experimental_progression,26.56249096481211,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,5,2544,18.400447845458984,20260406_212408_experimental_jo div,240.62959956040226,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
0,6,1955,18.477327346801758,20260405_173949_experimental_progression,31.21292381119881,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,7,2256,18.49397850036621,20260405_185509_experimental_bass-walk-down,34.11608736953629,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,8,1947,18.52119255065918,20260405_173949_experimental_progression,15.741478611107162,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
0,9,2026,18.564149856567383,20260405_184437_experimental_bass-walk-down,62.770671091225566,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
0,10,2273,18.667104721069336,20260405_185509_experimental_bass-walk-down,53.21948772290507,overhand_left,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
1,1,2581,18.50701141357422,20260406_212408_experimental_jo div,311.0724087928744,overhand_right,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
1,2,1395,19.909523010253906,20260315_150630_experimental_jo,78.56272075507863,clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,3,1386,19.965612411499023,20260315_150630_experimental_jo,66.57230553350199,overhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,4,1840,20.394834518432617,20260316_171550_experimental_jo,55.48222523670722,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
1,5,1466,20.411354064941406,20260315_150630_experimental_jo,193.19669004353975,overhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,6,1372,20.618009567260742,20260315_150630_experimental_jo,46.52161132110574,overhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,7,1417,20.678619384765625,20260315_150630_experimental_jo,106.00367090702048,clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,8,1422,20.875146865844727,20260315_150630_experimental_jo,113.4339282316272,overhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
1,9,1831,20.987531661987305,20260316_171550_experimental_jo,36.48146329616725,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
1,10,1424,21.081315994262695,20260315_150630_experimental_jo,118.2840960217903,overhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
2,1,2193,18.369464874267578,20260405_185331_experimental_birth-death,20.693349288495007,underhand_left,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
2,2,2509,18.725255966186523,20260406_212408_experimental_jo div,164.66656942814234,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,3,2578,18.851449966430664,20260406_212408_experimental_jo div,305.9722062447113,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,4,2572,19.027904510498047,20260406_212408_experimental_jo div,293.0916924079513,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,5,2523,19.051498413085938,20260406_212408_experimental_jo div,189.82757270914502,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,6,1375,19.187767028808594,20260315_150630_experimental_jo,51.18177218572825,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
2,7,2535,19.306884765625,20260406_212408_experimental_jo div,219.2887482190623,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,8,2192,19.51740074157715,20260405_185331_experimental_birth-death,15.812558540046325,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
2,9,2455,19.566265106201172,20260406_212408_experimental_jo div,27.45109537966168,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
2,10,1891,19.67979621887207,20260316_171550_experimental_jo,126.69508076236522,underhand_right,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
3,1,1393,21.044296264648438,20260315_150630_experimental_jo,76.50264863242953,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
3,2,1462,21.047945022583008,20260315_150630_experimental_jo,184.32638196573157,overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
3,3,2189,21.82097816467285,20260405_185331_experimental_birth-death,12.822075829031565,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
3,4,2276,22.14517593383789,20260405_185509_experimental_bass-walk-down,56.24001753810644,dragon_roll,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
3,5,2501,22.313949584960938,20260406_212408_experimental_jo div,141.02562621623252,sneak_underhand_right,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
3,6,2531,22.811412811279297,20260406_212408_experimental_jo div,214.8285702911159,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
3,7,2008,22.921894073486328,20260405_184437_experimental_bass-walk-down,31.845415305778452,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
3,8,2592,23.679500579833984,20260406_212408_experimental_jo div,345.30377499694674,idle,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
3,9,1367,23.687149047851562,20260315_150630_experimental_jo,35.9712455657299,dragon_roll,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
3,10,2021,23.731523513793945,20260405_184437_experimental_bass-walk-down,50.78863548931203,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_184437_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
4,1,2515,18.09781837463379,20260406_212408_experimental_jo div,180.46719895780586,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
4,2,2582,18.478517532348633,20260406_212408_experimental_jo div,313.95252391606175,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
4,3,2447,18.478927612304688,20260406_212408_experimental_jo div,7.050280740791511,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
4,4,2527,18.700910568237305,20260406_212408_experimental_jo div,201.37803308765487,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
4,5,2049,18.870227813720703,20260405_184729_experimental_pachelbel,14.441978586223074,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
4,6,2111,18.8727970123291,20260405_184905_experimental_pachelbel,48.82260283034658,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184905_experimental_pachelbel\labels_corrected.json,labels_corrected.json
4,7,2053,19.07701873779297,20260405_184729_experimental_pachelbel,20.002741335825455,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
4,8,1427,19.13168716430664,20260315_150630_experimental_jo,121.57420989356902,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
4,9,1441,19.193992614746094,20260315_150630_experimental_jo,143.32496307006375,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
4,10,2476,19.267608642578125,20260406_212408_experimental_jo div,83.35332477908203,sneak_overhand_left,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
5,1,2459,19.57220458984375,20260406_212408_experimental_jo div,34.39137178909856,overhand_right,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
5,2,2209,20.060516357421875,20260405_185331_experimental_birth-death,46.73756514173556,clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
5,3,1888,20.077953338623047,20260316_171550_experimental_jo,123.05493499440993,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
5,4,1848,20.319026947021484,20260316_171550_experimental_jo,65.9326441461321,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
5,5,2532,20.325788497924805,20260406_212408_experimental_jo div,216.0286179360948,clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
5,6,1890,20.48537826538086,20260316_171550_experimental_jo,125.43503049770766,sneak_underhand,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
5,7,2073,20.544147491455078,20260405_184729_experimental_pachelbel,60.408285984889176,ur cw,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
5,8,2062,20.572349548339844,20260405_184729_experimental_pachelbel,38.615295062364616,sneak_underhand_right,..\..\data\raw\new-labeled-sessions\20260405_184729_experimental_pachelbel\labels_corrected.json,labels_corrected.json
5,9,2204,20.6090145111084,20260405_185331_experimental_birth-death,39.606410357358484,clockwise,..\..\data\raw\new-labeled-sessions\20260405_185331_experimental_birth-death\labels_corrected.json,labels_corrected.json
5,10,1873,20.642736434936523,20260316_171550_experimental_jo,106.06425369157806,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
6,1,2457,17.411882400512695,20260406_212408_experimental_jo div,31.28124731924644,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
6,2,2450,17.480077743530273,20260406_212408_experimental_jo div,19.31076984317334,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
6,3,1404,17.64608383178711,20260315_150630_experimental_jo,88.63306929572047,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
6,4,2466,17.665040969848633,20260406_212408_experimental_jo div,53.05211575807174,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
6,5,1373,17.735790252685547,20260315_150630_experimental_jo,48.171668405377716,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
6,6,1423,17.802515029907227,20260315_150630_experimental_jo,114.98398175424629,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
6,7,1821,17.886877059936523,20260316_171550_experimental_jo,10.400417359063088,underhand_right,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
6,8,2460,18.065916061401367,20260406_212408_experimental_jo div,35.0913992589871,counter_clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
6,9,1819,18.08234977722168,20260316_171550_experimental_jo,8.21032950246392,underhand_right,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
6,10,1952,18.36358070373535,20260405_173949_experimental_progression,23.70222337409158,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_173949_experimental_progression\labels_corrected.json,labels_corrected.json
7,1,1856,19.745424270629883,20260316_171550_experimental_jo,79.85320230000852,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
7,2,1849,19.762155532836914,20260316_171550_experimental_jo,66.56266906439703,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
7,3,2274,19.802757263183594,20260405_185509_experimental_bass-walk-down,54.92978246063228,underhand_right,..\..\data\raw\new-labeled-sessions\20260405_185509_experimental_bass-walk-down\labels_corrected.json,labels_corrected.json
7,4,2533,20.302709579467773,20260406_212408_experimental_jo div,216.52863788317399,clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
7,5,1407,20.472679138183594,20260315_150630_experimental_jo,92.80321393584441,sneak_underhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
7,6,2568,20.713584899902344,20260406_212408_experimental_jo div,286.78144096082576,clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
7,7,2560,20.769166946411133,20260406_212408_experimental_jo div,274.9109670181462,clockwise,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
7,8,1875,20.84013557434082,20260316_171550_experimental_jo,108.50435122656104,overhand_left,..\..\data\raw\new-labeled-sessions\20260316_171550_experimental_jo\labels_corrected.json,labels_corrected.json
7,9,2590,20.93628692626953,20260406_212408_experimental_jo div,343.36369748827383,dragon_roll,..\..\data\raw\new-labeled-sessions\20260406_212408_experimental_jo div\labels_corrected.json,labels_corrected.json
7,10,1448,20.951454162597656,20260315_150630_experimental_jo,158.31548118122538,sneak_underhand_left,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
8,1,1444,18.239107131958008,20260315_150630_experimental_jo,151.76525551596433,underhand_right,..\..\data\raw\new-labeled-sessions\20260315_150630_experimental_jo\labels_corrected.json,labels_corrected.json
