cluster,label,count,cluster_total,p_label_given_cluster
0,overhand_left,73,113,0.6460176991150443
0,counter_clockwise,39,113,0.34513274336283184
0,sneak_underhand,1,113,0.008849557522123894
1,overhand_right,13,34,0.38235294117647056
1,overhand_left,12,34,0.35294117647058826
1,underhand_right,6,34,0.17647058823529413
1,clockwise,3,34,0.08823529411764706
2,counter_clockwise,30,60,0.5
2,overhand_left,8,60,0.13333333333333333
2,sneak_overhand_left,6,60,0.1
2,overhand_right,5,60,0.08333333333333333
2,sneak_underhand_right,3,60,0.05
2,underhand_right,3,60,0.05
2,idle,2,60,0.03333333333333333
2,clockwise,1,60,0.016666666666666666
2,dragon_roll,1,60,0.016666666666666666
2,underhand_left,1,60,0.016666666666666666
3,underhand_right,5,15,0.3333333333333333
3,counter_clockwise,3,15,0.2
3,dragon_roll,2,15,0.13333333333333333
3,sneak_underhand_right,2,15,0.13333333333333333
3,idle,1,15,0.06666666666666667
3,overhand_left,1,15,0.06666666666666667
3,sneak_overhand_left,1,15,0.06666666666666667
4,sneak_overhand_left,55,74,0.7432432432432432
4,sneak_overhand,11,74,0.14864864864864866
4,bf2,3,74,0.04054054054054054
4,clockwise,2,74,0.02702702702702703
4,sneak_overhand_right,2,74,0.02702702702702703
4,underhand_right,1,74,0.013513513513513514
5,clockwise,16,57,0.2807017543859649
5,overhand_left,10,57,0.17543859649122806
5,dragon_roll,9,57,0.15789473684210525
5,sneak_underhand_right,8,57,0.14035087719298245
5,overhand_right,4,57,0.07017543859649122
5,sneak_overhand_right,3,57,0.05263157894736842
5,sneak_underhand,2,57,0.03508771929824561
5,underhand_right,2,57,0.03508771929824561
5,sneak_underhand_left,1,57,0.017543859649122806
5,ur cw,1,57,0.017543859649122806
5,vq,1,57,0.017543859649122806
6,counter_clockwise,40,71,0.5633802816901409
6,underhand_right,23,71,0.323943661971831
6,clockwise,2,71,0.028169014084507043
6,idle,2,71,0.028169014084507043
6,dragon_roll,1,71,0.014084507042253521
6,sneak_overhand,1,71,0.014084507042253521
6,sneak_underhand,1,71,0.014084507042253521
6,sneak_underhand_left,1,71,0.014084507042253521
7,underhand_right,33,73,0.4520547945205479
7,clockwise,21,73,0.2876712328767123
7,sneak_underhand_right,9,73,0.1232876712328767
7,overhand_left,5,73,0.0684931506849315
7,sneak_underhand_left,2,73,0.0273972602739726
7,bf2,1,73,0.0136986301369863
7,dragon_roll,1,73,0.0136986301369863
7,sneak_overhand,1,73,0.0136986301369863
8,clockwise,21,57,0.3684210526315789
8,underhand_right,19,57,0.3333333333333333
8,counter_clockwise,6,57,0.10526315789473684
8,overhand_left,5,57,0.08771929824561403
8,bf2,1,57,0.017543859649122806
8,idle,1,57,0.017543859649122806
8,sneak_overhand,1,57,0.017543859649122806
8,sneak_overhand_left,1,57,0.017543859649122806
8,sneak_underhand,1,57,0.017543859649122806
8,sneak_underhand_right,1,57,0.017543859649122806
9,clockwise,8,23,0.34782608695652173
9,overhand_left,8,23,0.34782608695652173
9,underhand_right,6,23,0.2608695652173913
9,counter_clockwise,1,23,0.043478260869565216
10,sneak_underhand_left,17,44,0.38636363636363635
10,dragon_roll,9,44,0.20454545454545456
10,counter_clockwise,6,44,0.13636363636363635
10,bf2,5,44,0.11363636363636363
10,sneak_underhand,3,44,0.06818181818181818
10,idle,1,44,0.022727272727272728
10,sneak_overhand,1,44,0.022727272727272728
10,underhand_right,1,44,0.022727272727272728
10,ur cw,1,44,0.022727272727272728
11,counter_clockwise,8,27,0.2962962962962963
11,sneak_overhand,4,27,0.14814814814814814
11,sneak_underhand_right,3,27,0.1111111111111111
11,bf2,2,27,0.07407407407407407
11,clockwise,2,27,0.07407407407407407
11,overhand_left,2,27,0.07407407407407407
11,overhand_right,2,27,0.07407407407407407
11,sneak_underhand_left,2,27,0.07407407407407407
11,dragon_roll,1,27,0.037037037037037035
11,or osl,1,27,0.037037037037037035
