class,precision,recall,f1,support
dragon_roll,0.46017699115044247,0.4394366197183099,0.4495677233429395,355
underhand_right,0.33136094674556216,0.417910447761194,0.3696369636963696,402
underhand_left,0.375,0.20930232558139536,0.26865671641791045,86
overhand_left,0.39659803043867503,0.6195804195804195,0.4836244541484716,715
overhand_right,0.3137254901960784,0.18181818181818182,0.2302158273381295,176
sneak_underhand_left,0.6923076923076923,0.12162162162162163,0.20689655172413793,74
sneak_underhand_right,0.627906976744186,0.34177215189873417,0.4426229508196721,79
sneak_overhand_left,0.6582278481012658,0.3939393939393939,0.4928909952606635,132
sneak_overhand_right,0.4,0.07142857142857142,0.12121212121212122,28
clockwise,0.35714285714285715,0.18421052631578946,0.24305555555555555,190
counter_clockwise,0.5529411764705883,0.48788927335640137,0.5183823529411765,289
idle,0.06666666666666667,0.01818181818181818,0.02857142857142857,110
unknown,0.0,0.0,0.0,0
