class,precision,recall,f1,support
dragon_roll,0.6053511705685619,0.5098591549295775,0.5535168195718655,355
underhand_right,0.4585492227979275,0.44029850746268656,0.44923857868020306,402
underhand_left,0.5833333333333334,0.4883720930232558,0.5316455696202531,86
overhand_left,0.38073739653875094,0.7076923076923077,0.49510763209393344,715
overhand_right,0.5588235294117647,0.2159090909090909,0.3114754098360656,176
sneak_underhand_left,0.6363636363636364,0.0945945945945946,0.16470588235294117,74
sneak_underhand_right,0.8823529411764706,0.569620253164557,0.6923076923076923,79
sneak_overhand_left,0.7727272727272727,0.38636363636363635,0.5151515151515151,132
sneak_overhand_right,0.8888888888888888,0.2857142857142857,0.43243243243243246,28
clockwise,0.5377358490566038,0.3,0.38513513513513514,190
counter_clockwise,0.6491228070175439,0.5121107266435986,0.5725338491295938,289
idle,0.0,0.0,0.0,110
unknown,0.0,0.0,0.0,0
