cluster,f1,support
C00,0.0,12
C01,0.8783570300157978,317
C02,0.891566265060241,243
C03,0.7585301837270341,338
C04,0.7647058823529411,218
C05,0.8419117647058824,278
C06,0.9311926605504587,222
C07,0.8256227758007118,146
C08,0.8356997971602435,253
C09,0.8709677419354839,367
C10,0.8238482384823849,192
C11,0.8888888888888888,184
