cluster,f1,support
C00,0.0,12
C01,0.9150943396226415,317
C02,0.9347368421052632,243
C03,0.7989276139410187,338
C04,0.8578088578088578,218
C05,0.8772563176895307,278
C06,0.9464285714285714,222
C07,0.8708487084870848,146
C08,0.8699186991869918,253
C09,0.9126984126984127,367
C10,0.8403361344537815,192
C11,0.8846153846153846,184
