timestamp_ms,qw,qx,qy,qz,ax_w,ay_w,az_w,gx,gy,gz
0.0,0.9952716880819887,0.06454333182592122,-0.06810684539770627,0.025097466589489942,-7.347160775118201,0.9301858142074139,15.520541429071914,-87.55070839976523,191.56149980926006,283.65121493736626
20.004874651810585,0.9955327639195858,0.06326074189502873,-0.051586103176438386,0.04744964126935896,-1.781414225677533,0.229141081476183,17.60565761455539,0.18202627899448576,196.93979293300362,245.83958783844625
40.00974930362117,0.9947135073853418,0.0685159717215491,-0.03688144071683911,0.06701014232826154,2.9412956284473335,-0.4862019218863236,18.913270270428153,80.35802717546636,189.96992386773442,208.5007728745859
60.01462395543175,0.9930285991680939,0.07964155560849712,-0.02390202205806061,0.08354709567691582,6.185490208553502,-1.2340421473762675,18.87759410047927,146.64807645260956,162.94980354071467,173.3416649706013
80.01949860724234,0.9905825353611486,0.09527821797184924,-0.014470862052150221,0.09725685564038838,7.658818798302986,-2.0262987439977818,17.294754183723175,195.35681598439493,115.27575758619147,143.62775275175485
100.02437325905292,0.9874677338781468,0.11402938346241487,-0.00995009498134176,0.10865435962998121,7.4521196910928005,-2.852388938842018,14.353900795644211,226.53523683382713,53.10604977313696,122.63671735127134
120.0292479108635,0.9837209228142376,0.13473080793330858,-0.01084853419214822,0.11841902177025758,5.966688417555926,-3.6617869188793026,10.550532254401892,243.81058013920267,-13.459660910089019,111.45889620146443
140.03412256267407,0.9793088264112775,0.15655220059489777,-0.016736386991547395,0.12714371534736002,3.7573792102647308,-4.357792219708948,6.518348251960125,252.51773338596556,-74.21607194472188,107.95753261540978
160.03899721448468,0.9741737373597904,0.17892826003627155,-0.026454009106007443,0.13516801619122035,1.3535527903266846,-4.812288288336163,2.8382960871172305,256.74893195682705,-122.14455779529307,108.05314425944933
180.04387186629526,0.9683022893910509,0.20138827181280586,-0.038626717988097824,0.14262333958286336,-0.871927237797695,-4.902631568881432,-0.11445467156382992,256.74387019669257,-155.2047942844389,108.62662709592486
200.04874651810584,0.9617954619348211,0.22321091517068778,-0.05230693490361267,0.14963409140713024,-2.740489772210148,-4.560887871131936,-2.2409115797747976,248.25813243573378,-176.29539376022197,109.72374084890669
220.05362116991643,0.9549154396741454,0.24322467487360763,-0.06718026019757371,0.1564131492053908,-4.215003577929314,-3.817113338078866,-3.6901240172743823,224.89267176723416,-191.4183314801615,113.98479386411637
240.058495821727,0.9479887361614774,0.2602174336358129,-0.0835900674496971,0.16314700109628524,-5.30389026947156,-2.816527523416485,-4.750450342754401,182.70584435735674,-206.48519794915873,123.39558115974525
260.06337047353753,0.9413599451285873,0.2729102711416077,-0.10247367608128215,0.16988402904130076,-5.986703904533779,-1.797255222189922,-5.7067752237287515,124.57162295140267,-223.92591487188992,135.77240109999704
280.06824512534814,0.9353389476490384,0.28062687767148814,-0.12391708593182565,0.17616516214423786,-6.2049008764096945,-1.0291647512394482,-6.722308099713456,61.26167026045633,-240.8979370517654,143.81742963961963
300.0731197771588,0.930029262263814,0.2841265695098622,-0.14682152890859082,0.18100028309515764,-5.916334717175465,-0.7301371169816345,-7.791830403036194,7.878937673176687,-250.55064399265447,137.7709283485453
320.07799442896936,0.9254321020031051,0.28531650429754374,-0.16915944016168247,0.18318024118809995,-5.170646347681968,-0.9874323450360354,-8.780263340101632,-22.91620837765807,-246.12803932120053,110.1833038122994
340.0828690807799,0.9215648450523554,0.2865163478347295,-0.18875482473476302,0.1816541629757644,-4.150550607540392,-1.7136243071948503,-9.520492708272359,-27.34083483322014,-225.6434530692353,59.99006714091564
360.0877437325905,0.918553873954909,0.28837337220277637,-0.20501183822079272,0.1762660632003785,-3.147208471504519,-2.6573045673197466,-9.917419902738944,-12.98606427022974,-194.10387038802256,-6.374516433851804
380.09261838440113,0.9166063898309648,0.2920005180301466,-0.21654537285760356,0.16636263127617618,-2.4797722503233754,-3.4710432454508986,-10.0052471811426,4.15238743238721,-161.64182473572754,-77.22053896862909
400.0974930362117,0.9157320160189575,0.29653189823866805,-0.22445393390440518,0.15206623464683058,-2.402091186149049,-3.818827007509295,-9.931248674711199,6.638196466151105,-138.5049442128201,-139.69386746189642
420.10236768802224,0.9159801893549814,0.2998195213412716,-0.23054466360585035,0.13393171922576225,-3.043420399006279,-3.4894499386977644,-9.876721108613852,-17.021595569596833,-129.74648834367932,-183.48315677444444
440.10724233983285,0.9173750172966778,0.3001006409382835,-0.23596116575645038,0.11262775503049222,-4.404893816334801,-2.477061740024348,-9.95505354059994,-68.08001837642928,-132.46408704646754,-202.6927448073882
460.11211699164346,0.9198749163237292,0.2948632885471487,-0.24240465863783975,0.09014300225888723,-6.398077535058271,-0.9981798959369548,-10.135381090172148,-137.84923750146726,-136.87966163102624,-195.88667072475232
480.116991643454,0.9235874908586426,0.2828377659700313,-0.24955098678367496,0.06865311257192101,-8.889754730669704,0.5654830637046001,-10.227326001826816,-211.69491098124345,-130.61410963990906,-165.25117171263554
500.12186629526457,0.9285006280141409,0.2642678324727611,-0.2559468633911687,0.05040138507736963,-11.721464830075414,1.78313175944131,-9.93599111511743,-274.4830782926727,-104.1542464987396,-115.77838930854487
520.1267409470751,0.9345103310982293,0.24052019846733247,-0.2597082549537881,0.03731082294416876,-14.698250900930827,2.3123284465632783,-8.967702368146535,-315.2819646902223,-55.12543020364387,-54.72343774354324
540.1316155988858,0.94139795134282,0.2136137641091782,-0.2592480766913221,0.030487566687101127,-17.569320908454436,2.010529523969033,-7.145938952276124,-329.9239272160091,10.433969918263909,9.026707997507634
560.1364902506963,0.9487888116677409,0.1856737791173386,-0.2538317634997996,0.029907765563207414,-20.033488621863913,0.9813549116934048,-4.490863310280722,-320.9652415849746,80.28336060986405,66.18561913361332
580.1413649025069,0.9561689821603503,0.15848859508873683,-0.24379203896243906,0.03446279907051748,-21.786759937436358,-0.46080889019033616,-1.2284561785574026,-295.424105684053,140.60618935314048,109.01919589590766
